Node ID,xaxis,yaxis,Genename,size,color
chr3:57558050-57561274:-,-0.002654917,2.133457986,ARF4,1,CLL+UVM
chr9:21026765-21029293:-,-0.002652423,2.088432516,HACD4,1.760812336,CLL+UVM
chr13:115030716-115037645:+,-0.002639714,2.970742365,CDC16,1.584962501,CLL+UVM
chr7:56129543-56130358:+,-0.002526468,5.354967089,CCT6A,2.169925001,CLL+UVM
chrX:70781751-70782674:+,-0.002517243,1.905460574,OGT,1.187627003,CLL+UVM
chr1:155701207-155701714:+,-0.002507951,3.353043465,DAP3,1.938599455,CLL+UVM
chr1:173835720-173835898:-,-0.002504295,0.901583398,GAS5,5.889419459,CLL+UVM
chr4:4411411-4418943:+,-0.002494195,2.732183752,Not known,1.611434712,CLL+UVM
chr11:93469997-93470229:-,-0.002450793,5.95807835,TAF1D,2.152003093,CLL+UVM
chr11:62622705-62622895:-,-0.00242758,2.781432208,SNHG1,1.321928095,CLL+UVM
chr12:109999348-109999584:-,-0.002401471,2.855930717,MMAB,1.321928095,CLL+UVM
chr20:47731458-47732318:-,-0.002385391,2.543836347,STAU1,0.830074999,CLL+UVM
chr1:201826323-201827557:+,-0.002360297,2.594812458,IPO9,0.637429921,CLL+UVM
chr2:202272335-202285139:-,-0.002347817,2.408109038,TRAK2,1.039528364,CLL+UVM
chr10:104183485-104183554:-,-0.002230617,5.233086715,CUEDC2,1.584962501,CLL+UVM
chrX:70510642-70511607:+,-0.002209941,3.631767279,NONO,1.38466385,CLL+UVM
chr22:38021084-38021783:+,-0.002139498,3.216217809,GGA1,1.502500341,CLL+UVM
chr2:55462099-55462548:+,-0.002037894,14.7159232,RPS27A,6.423466121,CLL+UVM
chr7:26233331-26235466:-,-0.002027303,6.464109572,HNRNPA2B1,3.700439718,CLL+UVM
chr5:177576860-177577888:-,-0.00199841,9.606235128,NHP2,4.841302254,CLL+UVM
chr6:10725271-10726119:+,-0.001956332,2.894130321,TMEM14C,1.502500341,CLL+UVM
chr7:103807348-103808920:-,-0.001954719,1.812648552,ORC5,0.830074999,CLL+UVM
chr5:154200356-154200819:-,-0.001896267,2.674419386,FAXDC2,0.688055994,CLL+UVM
chr16:4511977-4513660:-,-0.001893908,2.35566468,NMRAL1,1.289506617,CLL+UVM
chr9:90344651-90345275:+,-0.001878792,2.412911645,CTSL,1.415037499,CLL+UVM
chr6:31237891-31237986:-,-0.001709201,0.699249661,HLA-C,1.688055994,CLL+UVM
chr1:224588788-224592131:-,-0.001706491,3.756920897,WDR26,1.830074999,CLL+UVM
chr1:205696953-205698699:-,-0.001644525,2.703605977,NUCKS1,0.959358016,CLL+UVM
chr9:113013761-113018691:-,-0.001618001,7.071129961,TXN,2.760812336,CLL+UVM
chr4:3142384-3144471:+,-0.001588444,6.34757215,HTT,3.187627003,CLL+UVM
chr3:184043428-184043616:+,-0.001546408,3.032326053,EIF4G1,1.187627003,CLL+UVM
chr17:80698731-80699165:+,-0.001523999,2.344479199,FN3K,1.115477217,UVM
chr15:48429161-48431144:+,-0.001477857,1.849197381,Not known,1.078002512,UVM
chr17:40341956-40342202:-,-0.001475975,2.578264086,GHDC,0.91753784,CLL+UVM
chr1:2489908-2491241:+,-0.001469382,2.970742365,TNFRSF14,1.830074999,CLL+UVM
chr9:94984974-94985627:-,-0.001452042,2.491602751,IARS,0.91753784,CLL+UVM
chr8:11705677-11706554:-,-0.001442146,2.820576191,CTSB,2.152003093,CLL+UVM
chr20:17606508-17607992:-,-0.001416065,0.721283893,RRBP1,1,CLL+UVM
chr21:47655361-47656742:-,-0.001408985,11.98398529,MCM3AP,4.054076673,CLL+UVM
chr13:27829492-27830302:+,-0.001378445,4.964906667,RPL21,3.297680549,CLL+UVM
chr12:54677752-54678023:+,-0.001366626,6.371861384,HNRNPA1,4.739968082,CLL+UVM
chr17:45695824-45696356:+,-0.001351253,2.516906724,NPEPPS,0.91753784,CLL+UVM
chr19:49999729-50000429:+,-0.001346302,4.552574604,RPS11,5.925472021,CLL+UVM
chr17:61864631-61869752:+,-0.001342756,4.033823691,DDX42,1.444784843,CLL+UVM
chr17:37816527-37816662:+,-0.001290214,6.192763782,STARD3,1.959358016,CLL+UVM
chr13:78474814-78475192:-,-0.001160229,2.234595603,EDNRB,1.444784843,UVM
chr6:149893740-149899933:+,-0.001089174,2.712902122,GINM1,1.611434712,CLL+UVM
chr3:23958665-23959327:+,-0.001069385,9.915468497,RPL15,7.285915908,CLL+UVM
chr20:34130143-34130250:+,-0.001050368,3.832114797,ERGIC3,1.444784843,CLL+UVM
chr11:836844-837228:+,-0.000999688,0.66024205,CD151,1.353636955,CLL+UVM
chr9:103027211-103035125:+,-0.000991395,3.043739585,INVS,1.530514717,CLL+UVM
chr8:146015874-146016661:-,-0.000944884,5.950833267,RPL8,5.136136688,CLL+UVM
chr10:116620649-116620949:+,-0.000940868,3.332701337,FAM160B1,1.115477217,CLL+UVM
chr22:43557197-43558775:+,-0.000920635,2.382922713,TSPO,1.187627003,CLL+UVM
chr19:48893886-48894524:-,-0.000914838,1.625127483,KDELR1,1.91753784,CLL+UVM
chr1:173833237-173833394:-,-0.000902399,1.027216289,GAS5,4.95419631,CLL+UVM
chr8:67834650-67834848:-,-0.000896733,1.420809368,SNHG6,1.712718048,CLL+UVM
chr12:56349663-56349886:-,-0.000874243,3.780950452,PMEL,5.099201678,UVM
chr19:1393330-1395379:+,-0.000843905,2.746100624,NDUFS7,1.959358016,CLL+UVM
chr9:125936136-125941285:-,-0.000834555,3.906872037,STRBP,2.650253961,CLL+UVM
chr1:226036301-226036597:-,-0.000828083,3.531139928,TMEM63A,1.473931188,CLL+UVM
chr14:77793249-77793790:+,-0.000823669,4.475634661,GSTZ1,2.078002512,CLL+UVM
chr18:21106730-21107677:+,-0.000788709,4.569201943,C18orf8,2.444784843,CLL+UVM
chr16:74336191-74338182:+,-0.000782866,3.222576662,PSMD7,1.807354922,CLL+UVM
chr10:76982161-76989379:+,-0.000736147,2.510906952,VDAC2,0.688055994,CLL+UVM
chr6:34392636-34392848:-,-0.000690752,8.524410798,RPS10,4.951608516,CLL+UVM
chr12:54059237-54062931:-,-0.000674388,6.06428668,ATP5G2,2.712718048,CLL+UVM
chr8:117661187-117668094:-,-0.000654394,6.597362254,EIF3H,2.473931188,CLL+UVM
chr5:132224886-132227855:-,-0.000645451,3.35818474,AFF4,1.611434712,CLL+UVM
chr6:74229799-74230722:-,-0.000635162,4.707426951,EEF1A1,3.584962501,CLL+UVM
chr20:25282028-25282854:-,-0.000632164,2.729718803,ABHD12,1.187627003,CLL+UVM
chr19:48260002-48260235:+,-0.000610873,3.805935994,GLTSCR2,2.584962501,CLL+UVM
chr9:130211657-130211888:-,-0.000605496,5.787776488,RPL12,4.024831853,CLL+UVM
chr22:41240944-41244297:-,-0.000603933,1.874072739,ST13,1.611434712,CLL+UVM
chr6:134301399-134303688:+,-0.000581155,3.621711507,TBPL1,2.256339753,CLL+UVM
chr5:180665268-180666066:-,-0.0005521,2.318020394,GNB2L1,4.024831853,CLL+UVM
chr4:39458181-39459205:-,-0.000528323,1.966429135,RPL9,1.662965013,CLL+UVM
chr22:38888869-38889714:-,-0.000522211,2.211318612,DDX17,1.473931188,CLL+UVM
chr11:122929211-122929339:-,-0.000519934,4.205701883,HSPA8,1.959358016,CLL+UVM
chr16:89761197-89761322:+,-0.000509567,2.696847083,CDK10,1.444784843,CLL+UVM
chr8:144662400-144662675:-,-0.000477577,6.723028143,EEF1D,2.67556505,CLL+UVM
chrX:71493259-71493650:-,-0.000452484,3.420305955,RPS4X,4.337869639,CLL+UVM
chr12:56355543-56359719:-,-0.000435214,3.727543366,PMEL,3.30580843,UVM
chr5:72794384-72794940:+,-0.000416612,2.804145074,BTF3,1.473931188,CLL+UVM
chr11:18424561-18425221:+,-0.000409532,1.783189192,LDHA,1.078002512,CLL+UVM
chr22:24953769-24963933:+,-0.000398514,2.336543645,SNRPD3,1.256339753,CLL+UVM
chr2:242179556-242181874:-,-0.000381478,2.891665467,HDLBP,0.874469118,CLL+UVM
chr8:144100004-144102286:+,-0.000374324,3.19619593,LY6E,2.36923381,CLL+UVM
chr6:34389604-34392445:-,-0.000360079,4.230601561,RPS10,2.748938236,CLL+UVM
chr20:2637542-2637709:+,-0.000354758,0.491060001,NOP56,0.637429921,CLL+UVM
chr16:18794448-18796059:-,-0.000343513,2.619058906,RPS15A,1.38466385,CLL+UVM
chr12:9230038-9230296:-,-0.000329406,2.005840984,A2M,1.152003093,UVM
chr17:79804961-79805118:-,-0.000312993,2.667828984,P4HB,1.444784843,CLL+UVM
chr4:667246-667700:-,-0.000301885,1.291728485,ATP5I,0.830074999,CLL+UVM
chr17:80013702-80013861:+,-0.000269807,10.39875823,GPS1,3.852442812,CLL+UVM
chr1:28907181-28907622:-,-0.000266736,3.554837356,SNHG12,2.256339753,CLL+UVM
chr1:40034631-40035266:-,-0.000265984,3.330709016,PABPC4,1.187627003,CLL+UVM
chr19:45667523-45668110:-,-0.00021286,2.200226865,TRAPPC6A,1.830074999,CLL+UVM
chr2:65473874-65478133:+,-0.000207715,2.956597424,ACTR2,1.736965594,CLL+UVM
chr1:32757820-32768200:+,-0.000200061,1.752227465,HDAC1,0.874469118,CLL+UVM
chr19:49999729-49999892:+,-0.000189227,2.447941088,RPS11,4.813068573,CLL+UVM
chr9:136216556-136216753:+,-0.000187406,5.140526757,RPL7A,3.152003093,CLL+UVM
chr19:42365282-42373068:+,-0.000169309,4.099988718,RPS19,2.459431619,CLL+UVM
chr20:34145021-34145171:+,-0.000161865,5.115120096,ERGIC3,1.760812336,CLL+UVM
chr19:39925052-39926246:-,-0.000151788,3.335947128,RPS16,2.187627003,CLL+UVM
chr5:180664743-180665098:-,-0.000146898,3.272994965,GNB2L1,2.557995453,CLL+UVM
chrX:71496107-71497042:-,-0.000119545,2.863688674,RPS4X,1.874469118,CLL+UVM
chr6:133135753-133135850:+,-0.00011728,4.627400126,RPS12,3.422532036,CLL+UVM
chr19:3984367-3985375:-,-0.000110439,2.122600911,EEF2,0.688055994,CLL+UVM
chr12:54676659-54677575:+,-9.99E-05,2.839091341,HNRNPA1,0.91753784,CLL+UVM
chr6:31851759-31852168:-,-9.23E-05,3.656643876,EHMT2,0.736965594,CLL+UVM
chr8:41472568-41476185:+,-8.61E-05,2.376800067,GPAT4,0.688055994,CLL+UVM
chr10:79793663-79795092:+,-7.76E-05,3.051394317,RPS24,1.784271309,CLL+UVM
chr19:54705478-54710121:+,-7.71E-05,2.301195937,RPS9,1.256339753,CLL+UVM
chr2:217364122-217364648:+,-7.34E-05,4.886470751,RPL37A,3.376969458,CLL+UVM
chr15:65262578-65266939:-,-7.23E-05,3.368693164,SPG21,1.473931188,CLL+UVM
chr2:101620746-101621632:+,-6.48E-05,2.364527631,RPL31,1.115477217,CLL+UVM
chr9:136217175-136217434:+,-4.66E-05,1.955252701,RPL7A,1.444784843,CLL+UVM
chr6:74228354-74228420:-,-4.46E-05,4.275452968,EEF1A1,1.938599455,CLL+UVM
chr5:141025797-141026169:-,-3.83E-05,1.206567322,FCHSD1,1.078002512,CLL+UVM
chr9:136216908-136217078:+,-3.83E-06,1.783189192,RPL7A,1.078002512,CLL+UVM
chr11:62653081-62655584:+,1.09E-05,0.946152348,SLC3A2,2.598259323,CLL+UVM
chr12:56510444-56510523:+,2.57E-05,0.939173907,RPL41,1.256339753,CLL+UVM
chr3:195968990-195969432:-,3.21E-05,3.288729686,PCYT1A,0.784271309,CLL+UVM
chr6:30459190-30459285:+,3.90E-05,2.25674799,HLA-E,1.38466385,CLL+UVM
chr19:49994122-49994276:+,3.98E-05,5.047242681,RPL13A,4.110845769,CLL+UVM
chr13:77640242-77641715:-,4.03E-05,1.753313568,MYCBP2,1.444784843,CLL+UVM
chr17:41150489-41150739:+,4.67E-05,2.640487931,RPL27,1.584962501,CLL+UVM
chr22:39710239-39710690:-,6.32E-05,1.247104458,RPL3,2.187627003,CLL+UVM
chr1:173834704-173834994:-,0.000108868,3.410916695,GAS5,3.688055994,CLL+UVM
chr17:5291245-5292121:-,0.000120928,1.83033015,NUP88,0.830074999,CLL+UVM
chr21:34713481-34715550:+,0.000226179,2.729718803,IFNAR1,2.019899557,CLL+UVM
chr12:53689726-53690002:+,0.000371345,6.438925846,PFDN5,4.748938236,CLL+UVM
chr17:37359363-37360302:+,0.000378308,3.981148175,RPL19,4.745954377,CLL+UVM
chrX:69368691-69370045:+,0.000463943,3.828246355,IGBP1,2.700439718,CLL+UVM
chr19:35648405-35648623:+,0.00051377,1.943404259,FXYD5,1.078002512,CLL+UVM
chr2:62095857-62096574:-,0.000514188,3.906872037,CCT4,1.959358016,CLL+UVM
chr11:61733002-61734783:-,0.000529034,2.827600424,FTH1,1.830074999,CLL+UVM
chr17:7216444-7216530:-,0.000546006,6.106544037,GPS2,10.17326071,backgroud
chr6:43041704-43042344:+,0.000600433,3.621711507,KLC4,1.152003093,CLL+UVM
chr6:31322472-31322883:-,0.000624059,3.70551784,HLA-B,4.669278787,CLL+UVM
chr12:56510444-56510537:+,0.000644773,2.518206489,RPL41,5,CLL+UVM
chr5:889297-889701:-,0.000705998,3.423185814,BRD9,1.473931188,CLL+UVM
chr2:85823773-85823929:+,0.000748175,3.772637121,RNF181,1.473931188,CLL+UVM
chr7:98998066-99001020:-,0.000760089,2.620373223,PDAP1,1.152003093,CLL+UVM
chr11:8704364-8704734:+,0.000982264,2.419130432,RPL27A,3.630974898,CLL+UVM
chr11:2975892-2976973:-,0.001037425,5.352283981,NAP1L4,1.289506617,CLL+UVM
chr16:11944959-11945264:-,0.001077687,1.920690943,RSL1D1,1.353636955,CLL+UVM
chr6:44220005-44220761:+,0.001093609,2.881973125,HSP90AB1,1.760812336,CLL+UVM
chr12:54063774-54066359:-,0.001112653,7.3794795,ATP5G2,3.91222404,CLL+UVM
chr3:182738044-182740204:-,0.001140216,2.37560474,MCCC1,1.530514717,CLL+UVM
chr19:48893875-48894524:-,0.001160277,4.334855072,KDELR1,1.760812336,CLL+UVM
chr9:139571638-139571874:-,0.00126921,0.713222181,AGPAT2,1.637429921,CLL+UVM
chr17:79862840-79862941:-,0.001288006,4.401090005,PCYT2,1.712718048,CLL+UVM
chr1:78430057-78430330:-,0.001292071,5.948963246,FUBP1,2.133855747,CLL+UVM
chr14:94521546-94524167:-,0.001338822,2.882269302,DDX24,2.133855747,CLL+UVM
chr8:27970691-27987005:+,0.001346233,2.989450659,ELP3,0.959358016,CLL+UVM
chr14:24034928-24035024:-,0.001346915,2.020518629,AP1G2,1,CLL+UVM
chr19:1073292-1073449:+,0.001377188,2.280576528,HMHA1,1.289506617,CLL+UVM
chr12:56503078-56503622:+,0.001378057,1.200229893,PA2G4,2,CLL+UVM
chr19:47342878-47349249:-,0.001403603,9.890308858,AP2S1,5.270944166,CLL+UVM
chr1:160305131-160309698:-,0.001459014,2.620373223,COPA,1,CLL+UVM
chr5:139927426-139928473:+,0.00149144,1.549116663,EIF4EBP3,1,CLL+UVM
chr7:140156712-140158806:-,0.001514745,2.359089146,MKRN1,1.321928095,CLL+UVM
chr2:73466925-73467542:+,0.00152561,1.781844452,CCT7,0.830074999,CLL+UVM
chr6:43020567-43021448:-,0.001537654,2.626840542,CUL7,1.256339753,CLL+UVM
chr1:33412182-33413822:-,0.001589347,2.372068114,RNF19B,1.152003093,CLL+UVM
chr9:37425992-37426519:+,0.001637816,5.558947299,GRHPR,1.830074999,CLL+UVM
chr11:2992782-2993331:-,0.001659513,2.972791818,NAP1L4,1.473931188,CLL+UVM
chr19:17892630-17893807:+,0.001660811,1.324899391,FCHO1,2.115477217,CLL+UVM
chr17:2279170-2279316:+,0.001673787,2.666470152,SGSM2,0.874469118,CLL+UVM
chr3:183855594-183855661:+,0.001735798,5.557870095,EIF2B5,1.979822118,CLL+UVM
chr1:43914400-43915741:+,0.001778691,2.510504938,SZT2,1,CLL+UVM
chr19:45572507-45573256:+,0.001790869,1.386475384,CLASRP,1.078002512,CLL+UVM
chr20:60712019-60712419:-,0.001797651,4.724191738,PSMA7,2.444784843,CLL+UVM
chr14:24035387-24035486:-,0.001804505,2.351378113,AP1G2,1.530514717,CLL+UVM
chr2:228190144-228193373:+,0.001828384,2.881824944,MFF,0.784271309,CLL+UVM
chr7:54825413-54826850:-,0.001836351,3.475488005,SEC61G,1.896164189,CLL+UVM
chr1:154192437-154192817:-,0.001844492,1.98995515,C1orf43,1.662965013,CLL+UVM
chr5:76989193-77004066:-,0.001895162,3.8861366,TBCA,2.039528364,CLL+UVM
chr11:65830588-65830857:+,0.001915073,2.183109807,SF3B2,0.959358016,CLL+UVM
chr3:15262489-15264959:+,0.001948234,4.384093784,CAPN7,2.152003093,CLL+UVM
chr17:18151382-18151863:-,0.001970529,3.366402268,FLII,0.91753784,CLL+UVM
chr1:31811896-31819465:+,0.002121895,5.078345189,ZCCHC17,2.36923381,CLL+UVM
chr6:31608287-31608421:-,0.002145479,4.374046628,BAG6,2.152003093,CLL+UVM
chr1:70703236-70705099:+,0.002178523,2.972509545,SRSF11,1.784271309,CLL+UVM
chr7:135614801-135635346:-,0.002193838,4.138736681,MTPN,3.452126818,CLL+UVM
chr3:10157504-10167295:+,0.002203739,4.799742861,BRK1,2.611434712,CLL+UVM
chr4:15627620-15628495:-,0.002204099,1.78683075,FBXL5,1.078002512,CLL+UVM
chr6:155618262-155619610:-,0.002267454,2.589632678,TFB1M,1.078002512,CLL+UVM
chr5:236715-240456:+,0.00227142,1.678212814,SDHA,0.830074999,CLL+UVM
chr5:65310554-65317120:+,0.002353133,3.288475215,ERBB2IP,1.473931188,CLL+UVM
chrX:153677303-153677486:+,0.002364112,2.937192608,FAM50A,0.830074999,CLL+UVM
chr19:7755210-7755291:-,0.002383009,1.920690943,FCER2,2.637429921,CLL
chr1:222744027-222750786:-,0.0024088,3.398939756,TAF1A,1.444784843,CLL+UVM
chr12:31446879-31448167:-,0.002428024,1.951918827,FAM60A,1.830074999,CLL+UVM
chr1:224586752-224588651:-,0.002428043,2.620425496,WDR26,1.584962501,CLL+UVM
chr9:140002115-140002461:+,0.002428498,2.01770575,MAN1B1,1.611434712,CLL+UVM
chr17:80040570-80040789:-,0.002444826,1.846740788,FASN,1.078002512,CLL+UVM
chrX:70341667-70342032:+,0.002445104,1.903913742,MED12,1.187627003,CLL+UVM
chr17:45755556-45755650:+,0.002461698,2.517505032,KPNB1,1.712718048,CLL+UVM
chr4:666357-667091:-,0.002472067,2.824369481,ATP5I,2.736965594,CLL+UVM
chr10:75525348-75525568:+,0.002517271,2.437355053,SEC24C,0.784271309,CLL+UVM
chr11:118883973-118885685:+,0.002523361,2.919314438,CCDC84,3.584962501,CLL+UVM
chr1:45478692-45478833:+,0.002542068,5.336945521,UROD,1.662965013,CLL+UVM
chr12:46595582-46596792:-,0.002630902,1.46244626,SLC38A1,1.152003093,CLL+UVM
chr9:134334744-134340132:+,0.002633488,1.880965069,PRRC2B,0.959358016,CLL+UVM
chr2:220111599-220111817:+,0.002672175,2.176560067,STK16,1.256339753,CLL+UVM
chr16:70302299-70303520:-,0.002685084,3.404590414,AARS,0.959358016,CLL+UVM
chr11:93470003-93470229:-,0.002753692,4.808326538,TAF1D,1.557995453,CLL+UVM
chr10:111884033-111885564:+,0.002782019,1.911192084,ADD3,1.222392421,CLL+UVM
chr3:56705737-56707607:-,0.002824445,2.9546468,FAM208A,1.830074999,CLL+UVM
chr20:2640064-2640170:-,0.002871129,1.587594491,IDH3B,1.321928095,CLL+UVM
chr10:45924213-45935847:+,0.002905567,2.0388885,ALOX5,2.353636955,CLL+UVM
chr1:206773173-206773616:-,0.002974752,3.394438043,EIF2D,1.444784843,CLL+UVM
chr18:67688070-67691957:-,0.003049506,2.54012995,RTTN,1.078002512,CLL+UVM
chr10:105197829-105198426:+,0.003053318,5.147219625,PDCD11,1.353636955,CLL+UVM
chr12:9806405-9808451:+,0.003056054,3.000158884,Not known,1.830074999,CLL+UVM
chr10:104155738-104155993:+,0.003105239,4.195693648,NFKB2,2.748938236,CLL+UVM
chr5:32249003-32255798:-,0.003182901,3.050782049,MTMR12,1.187627003,CLL+UVM
chr13:53001223-53001321:-,0.003209503,2.116453403,VPS36,1.584962501,CLL+UVM
chr6:42902337-42903274:+,0.003231927,5.431100888,CNPY3,2.516575526,CLL+UVM
chr19:36032956-36033812:-,0.003236409,1.832791705,TMEM147-AS1,0.874469118,CLL+UVM
chr19:45572507-45573243:+,0.003247679,9.659258368,CLASRP,4.547751422,CLL+UVM
chr17:42427709-42427793:+,0.003288236,3.015389179,GRN,2.584962501,CLL+UVM
chr15:45008555-45009606:+,0.00342454,1.595755462,B2M,5.908225806,CLL+UVM
chr14:64905891-64906821:+,0.003440936,1.238952195,MTHFD1,0.584962501,CLL+UVM
chr17:38324202-38324433:+,0.003483159,3.489964229,CASC3,2.289506617,CLL+UVM
chr22:50966162-50966940:-,0.003488993,4.575451406,TYMP,2.321928095,CLL+UVM
chr17:36874207-36875447:+,0.003562736,2.604090989,Not known,1.353636955,CLL+UVM
chr17:41584566-41584845:+,0.003601089,3.468608413,DHX8,1.222392421,CLL+UVM
chr1:89325711-89325822:-,0.003625795,2.238778392,GTF2B,1.039528364,CLL+UVM
chr1:14109327-14112993:+,0.003671556,1.798910262,PRDM2,2.584962501,CLL+UVM
chr19:40745315-40745951:-,0.003671654,2.369231597,AKT2,1.415037499,CLL+UVM
chr11:72535168-72535346:+,0.00368409,1.371701189,ATG16L2,1.444784843,CLL+UVM
chr6:43471445-43472325:+,0.003729442,7.658489599,TJAP1,2.896164189,CLL+UVM
chr2:231327234-231328471:+,0.003768198,2.088432516,SP100,1.530514717,CLL+UVM
chr7:104746451-104746949:+,0.003902017,3.675909081,KMT2E,2.30580843,CLL+UVM
chr10:28900852-28903480:+,0.003944623,2.59156926,WAC,1.938599455,CLL+UVM
chr20:30738679-30742854:+,0.003997285,4.850397191,TM9SF4,1.38466385,CLL+UVM
chrX:47065513-47065623:+,0.004005023,6.53708462,UBA1,3.922832139,CLL+UVM
chr4:84358264-84361015:-,0.004099288,2.704946078,HELQ,2.557995453,CLL
chr15:64428610-64429044:+,0.004119914,4.481979264,SNX1,2.724892762,CLL+UVM
chr5:176916843-176917870:-,0.004122127,5.491787924,PDLIM7,3.239465935,CLL+UVM
chr1:26609461-26610632:-,0.004192306,6.991190807,UBXN11,2.760812336,CLL+UVM
chr15:59186795-59189313:-,0.004397449,1.926742048,SLTM,1.502500341,CLL+UVM
chr20:62576857-62577003:-,0.004507388,3.259371303,UCKL1,2.321928095,CLL+UVM
chr3:47042670-47042740:+,0.004508371,2.855035569,NBEAL2,1.473931188,CLL+UVM
chr12:53585827-53586113:-,0.004520813,2.62532354,ITGB7,1.784271309,CLL+UVM
chr10:105658784-105659819:-,0.004524328,2.491419978,OBFC1,0.874469118,CLL+UVM
chr22:46764630-46765075:-,0.004529995,1.96295299,CELSR1,1,CLL+UVM
chr1:165619202-165620230:+,0.004611909,7.107073307,MGST3,3.637429921,CLL+UVM
chr11:36512226-36514100:-,0.004654833,2.199783408,TRAF6,1,CLL+UVM
chr18:55270192-55273088:-,0.004786875,2.620373223,NARS,1.115477217,CLL+UVM
chr3:101293124-101298615:+,0.004809585,6.694507017,PCNP,2.598259323,CLL+UVM
chr17:7806822-7807116:+,0.004829527,2.604414409,CHD3,1.256339753,CLL+UVM
chr16:57466499-57467955:-,0.004840306,2.327749209,CIAPIN1,0.784271309,CLL+UVM
chr2:85589384-85590207:+,0.004928033,1.741111482,ELMOD3,0.874469118,CLL+UVM
chr15:44965597-44966347:-,0.004931086,2.122891147,PATL2,1,CLL
chr5:156760455-156766041:+,0.005073996,1.953310535,CYFIP2,1.938599455,CLL+UVM
chr18:43459193-43460039:-,0.005114307,6.511043057,EPG5,2.637429921,CLL+UVM
chr1:174245074-174247734:+,0.005130558,2.402444442,RABGAP1L,1.321928095,CLL+UVM
chr1:116936346-116937712:+,0.005188454,1.641592165,ATP1A1,3.407503827,CLL+UVM
chr16:67226774-67226969:+,0.005189753,5.3406951,E2F4,2.321928095,CLL+UVM
chr17:79580543-79589191:-,0.005234172,4.519032952,NPLOC4,2.239465935,CLL+UVM
chr19:50338435-50338581:+,0.005268913,3.330949405,MED25,1.256339753,CLL+UVM
chr1:153912311-153912631:-,0.005278181,1.37504612,DENND4B,1.115477217,CLL+UVM
chr16:601665-601830:+,0.005315771,3.589305349,CAPN15,1,CLL+UVM
chr14:100602306-100603886:+,0.005332651,1.982142151,EVL,2.36923381,CLL+UVM
chr17:42289474-42290186:-,0.005424595,4.785094492,UBTF,1.896164189,CLL+UVM
chr19:15510772-15511105:-,0.005498348,3.288686483,AKAP8L,1.415037499,CLL+UVM
chr18:60232330-60237320:+,0.005586447,4.132078658,ZCCHC2,2.019899557,CLL+UVM
chr17:36874207-36875457:+,0.00562416,2.520970241,Not known,1.760812336,CLL+UVM
chr5:102530727-102537193:+,0.005745351,2.05762934,PPIP5K2,0.830074999,CLL+UVM
chr19:34859608-34868357:+,0.005753879,2.341103843,GPI,1.415037499,CLL+UVM
chr6:136594346-136596669:-,0.005807193,3.596399442,BCLAF1,2.169925001,CLL+UVM
chr1:46082376-46083113:+,0.005846633,2.40430193,NASP,1.611434712,CLL+UVM
chr9:116357261-116357860:+,0.005864571,1.942218561,RGS3,1.807354922,CLL+UVM
chr5:134121277-134124184:+,0.005953148,3.807199553,DDX46,2,CLL+UVM
chr4:154510160-154512184:+,0.006026896,2.736904604,KIAA0922,1.688055994,CLL+UVM
chr19:58233084-58233683:-,0.006066725,3.079488146,ZNF671,1.712718048,CLL+UVM
chr11:34111004-34111700:+,0.006072452,2.540905355,CAPRIN1,1.222392421,CLL+UVM
chr11:1905255-1905482:+,0.006102666,3.142224223,LSP1,3.222392421,CLL+UVM
chr20:47254325-47256303:-,0.006132798,1.291271911,PREX1,0.688055994,CLL+UVM
chr16:24833469-24834175:+,0.006138913,4.638784987,TNRC6A,2.289506617,CLL+UVM
chr17:49350812-49353210:+,0.006189867,1.745929869,UTP18,0.91753784,CLL+UVM
chr2:26477187-26477280:+,0.006198128,5.689362102,HADHB,3.407503827,CLL+UVM
chr16:66857527-66858757:-,0.006226874,3.172228042,NAE1,1.662965013,CLL+UVM
chr9:116038051-116038811:+,0.006365425,2.899288311,PRPF4,0.959358016,CLL+UVM
chr5:61659148-61659500:+,0.006373607,2.643394368,KIF2A,1.078002512,CLL+UVM
chrX:48854620-48855649:-,0.00643121,2.692555783,GRIPAP1,1.874469118,CLL+UVM
chr3:39125754-39126119:+,0.006509943,1.984822031,WDR48,0.959358016,CLL+UVM
chr2:109102365-109102954:+,0.00651473,13.65703621,GCC2,4.914883386,CLL+UVM
chr12:109921787-109923801:+,0.006643114,5.698454956,UBE3B,1.830074999,CLL+UVM
chr19:18643625-18644079:-,0.006658206,1.787968557,FKBP8,4.736965594,CLL+UVM
chr8:144643999-144644083:+,0.006737725,5.055836411,GSDMD,2.096861539,CLL+UVM
chr7:130630615-130668811:-,0.006772237,2.281691822,LINC-PINT,1.473931188,CLL+UVM
chr14:21968770-21969054:-,0.006826549,4.674702814,METTL3,1.91753784,CLL+UVM
chr21:42807957-42808894:+,0.00682709,1.886949976,MX1,0.959358016,CLL+UVM
chr4:2674100-2691215:+,0.006891852,3.280469051,FAM193A,1.187627003,CLL+UVM
chr19:48634543-48636238:-,0.006902204,1.954574036,LIG1,0.736965594,CLL+UVM
chr3:185766668-185769818:-,0.006917988,0.936715436,ETV5,1.91753784,CLL+UVM
chr2:86705389-86705705:+,0.006950185,5.6547981,KDM3A,2.544320516,CLL+UVM
chr14:35037235-35044961:-,0.006961111,3.772746862,SNX6,1.736965594,CLL+UVM
